date,home_team,away_team,home_elo,away_elo,elo_diff,is_neutral,is_worldcup,home_score,away_score
2010-02-20,Tajikistan,Myanmar,1508.963357952425,1515.6338794732312,-6.670521520806233,1,0,3,0
2010-02-20,Sri Lanka,Bangladesh,1480.9541070323446,1500.163286716083,30.790820316261716,0,0,3,0
2010-02-21,Turkmenistan,Kyrgyzstan,1499.9280491829095,1490.492033300726,9.436015882183483,1,0,1,0
2010-02-24,Tajikistan,Turkmenistan,1517.881331226238,1504.7922873767498,13.089043849488235,1,0,0,2
2010-02-24,United States,El Salvador,1491.4280532388743,1500.0,41.42805323887433,0,0,2,1
2010-02-24,North Korea,Myanmar,1504.5799175163645,1506.7159061994182,-2.1359886830537107,1,0,5,0
2010-02-24,Mexico,Bolivia,1500.0,1500.0,0.0,1,0,5,0
2010-02-25,Jordan,Azerbaijan,1502.1438935222513,1500.0,52.143893522251346,0,0,0,2
2010-02-25,Kuwait,Bahrain,1498.0525527688187,1498.610911644949,-0.5583588761303417,1,0,4,1
2010-02-25,Turkmenistan,North Korea,1512.574703504672,1514.6413954380755,-2.06669193340349,1,0,1,1
2010-02-27,Malaysia,Yemen,1487.1438935222513,1509.6045853473652,27.539308174886173,0,0,1,0
2010-02-27,Tajikistan,Myanmar,1510.0989150983157,1496.6544282777072,13.444486820608518,1,0,1,0
2010-03-02,Guadeloupe,Saint Kitts and Nevis,1500.0,1500.0,50.0,0,0,2,1
2010-03-02,Republic of Ireland,Brazil,1500.0,1500.0,0.0,1,0,0,2
2010-03-03,Portugal,China PR,1500.0,1531.1525662703355,18.847433729664544,0,0,2,0
2010-03-03,Poland,Bulgaria,1517.521824569954,1500.0,67.5218245699541,0,0,2,0
2010-03-03,Oman,Kuwait,1511.18946762769,1506.816614759483,54.37285286820702,0,0,0,0
2010-03-03,Nigeria,DR Congo,1506.0936065764272,1500.0,56.09360657642719,0,0,5,2
2010-03-03,Malta,Finland,1500.0,1492.3381246288147,57.66187537118526,0,0,1,2
2010-03-03,Mozambique,Botswana,1477.151632970716,1500.0,27.151632970716037,0,0,0,1
2010-03-03,Mexico,New Zealand,1510.0,1500.0,10.0,1,0,2,0
2010-03-03,Romania,Israel,1500.0,1500.0,50.0,0,0,0,2
2010-03-03,Netherlands,United States,1500.0,1495.8346652415412,54.16533475845881,0,0,2,1
2010-03-03,Scotland,Czech Republic,1500.0,1500.0,50.0,0,0,1,0
2010-03-03,Luxembourg,Azerbaijan,1500.0,1508.6172405048776,41.3827594951224,0,0,1,2
2010-03-03,Slovenia,Qatar,1500.0,1499.2853688259163,50.714631174083706,0,0,4,1
2010-03-03,South Africa,Namibia,1507.2384977594322,1500.0,57.23849775943222,0,0,1,1
2010-03-03,Switzerland,Uruguay,1500.0,1500.0,50.0,0,0,1,3
2010-03-03,Syria,Lebanon,1511.3171769703179,1497.8561064777487,63.461070492569206,0,0,4,0
2010-03-03,Tanzania,Uganda,1494.2853688259163,1500.0,44.285368825916294,0,0,2,3
2010-03-03,Turkey,Honduras,1500.0,1508.5719467611257,41.42805323887433,0,0,2,0
2010-03-03,Uzbekistan,United Arab Emirates,1500.0,1512.8561064777487,37.143893522251346,0,0,0,1
2010-03-03,Venezuela,Panama,1500.9510665235925,1495.7146311740837,55.23643534950884,0,0,1,2
2010-03-03,Wales,Sweden,1500.0,1506.7585172853117,43.241482714688345,0,0,0,1
2010-03-03,Zimbabwe,Malawi,1482.1365022405678,1494.3885483597285,37.747953880839304,0,0,2,1
2010-03-03,Slovakia,Norway,1500.0,1500.0,50.0,0,0,0,1
2010-03-03,Libya,Mali,1495.7146311740837,1499.1354147637517,46.57921641033204,0,0,2,1
2010-03-03,North Macedonia,Montenegro,1500.0,1500.0,50.0,0,0,2,1
2010-03-03,Jordan,Singapore,1493.5266530173737,1461.7293611155444,81.79729190182934,0,0,2,1
2010-03-03,Albania,Northern Ireland,1500.0,1500.0,50.0,0,0,1,0
2010-03-03,Algeria,Serbia,1489.0705424776427,1500.0,39.070542477642675,0,0,0,3
2010-03-03,Angola,Latvia,1499.191994759249,1495.0023295736853,54.189665185563626,0,0,1,1
2010-03-03,Armenia,Belarus,1500.0,1500.0,0.0,1,0,1,3
2010-03-03,Australia,Indonesia,1502.1438935222513,1482.8561064777487,69.28778704450269,0,0,1,0
2010-03-03,Austria,Denmark,1500.0,1500.0,50.0,0,0,2,1
2010-03-03,Belgium,Croatia,1500.0,1500.0,50.0,0,0,0,1
2010-03-03,Bosnia and Herzegovina,Ghana,1500.0,1504.2160338117283,45.783966188271734,0,0,2,1
2010-03-03,El Salvador,Guatemala,1495.5933879973331,1500.0,-4.406612002666861,1,0,1,2
2010-03-03,England,Egypt,1500.0,1546.70035599381,3.299644006189965,0,0,3,1
2010-03-03,Cyprus,Iceland,1500.0,1500.0,50.0,0,0,0,0
2010-03-03,Georgia,Estonia,1500.0,1500.0,50.0,0,0,2,1
2010-03-03,Kazakhstan,Moldova,1500.0,1500.0,0.0,1,0,0,1
2010-03-03,Japan,Bahrain,1512.6583321948399,1489.8468496542848,72.81148254055506,0,0,2,0
2010-03-03,France,Spain,1500.0,1500.0,50.0,0,0,0,2
2010-03-03,Italy,Cameroon,1500.0,1501.301816662838,-1.301816662838064,1,0,0,0
2010-03-03,Iran,Thailand,1530.398022060819,1493.2068987314312,87.19112332938766,0,0,1,0
2010-03-03,Ivory Coast,South Korea,1514.7947570274546,1514.5266165759558,0.2681404514987662,1,0,0,2
2010-03-03,Hong Kong,Yemen,1454.280602663224,1505.0000799179115,-0.7194772546874901,0,0,0,0
2010-03-03,Greece,Senegal,1500.0,1500.0,50.0,0,0,0,2
2010-03-03,Germany,Argentina,1500.0,1508.5707376518326,41.42926234816741,0,0,0,1
2010-03-03,Hungary,Russia,1500.0,1500.0,50.0,0,0,1,1
2010-03-06,Venezuela,North Korea,1495.1627806401946,1514.6116537011299,30.551126939064716,0,0,2,1
2010-03-07,Niger,Benin,1500.0,1491.8928625451401,58.10713745485987,0,0,2,0
2010-03-17,Mexico,North Korea,1517.28419223751,1510.0501900516365,57.23400218587358,0,0,2,1
2010-03-20,Alderney,Jersey,1500.0,1500.0,50.0,0,0,0,3
2010-03-21,Iceland,Faroe Islands,1500.7146311740837,1500.0,50.714631174083706,0,0,2,0
2010-03-21,Namibia,Botswana,1500.8163559209263,1505.3899498951882,45.42640602573806,0,0,0,0
2010-03-24,Mexico,Iceland,1521.4678992885752,1507.127577453705,14.34032183487011,1,0,0,0
2010-03-24,Martinique,Haiti,1500.0,1500.0,50.0,0,0,0,0
2010-03-31,Chile,Venezuela,1504.2853688259163,1499.724244289688,54.56112453622836,0,0,0,0
2010-03-31,Paraguay,South Africa,1500.0,1506.422141838506,43.57785816149408,0,0,1,1
2010-04-03,Saint Kitts and Nevis,Guadeloupe,1495.7146311740837,1504.2853688259163,41.42926234816741,0,0,3,0
2010-04-03,Occitania,Monaco,1500.0,1500.0,50.0,0,0,5,1
2010-04-07,Japan,Serbia,1530.5108841163194,1509.7298461597543,70.78103795656511,0,0,0,3
2010-04-21,Honduras,Venezuela,1501.9620287571256,1500.5030503372598,51.45897841986584,0,0,0,1
2010-04-22,South Africa,North Korea,1507.046009499549,1505.8664830005714,1.179526498977566,1,0,0,0
2010-04-28,South Africa,Jamaica,1507.0290348139306,1500.0,7.029034813930593,1,0,2,0
2010-05-05,Argentina,Haiti,1514.1641428045652,1500.7146311740837,63.44951163048154,0,0,4,0
2010-05-05,Chile,Trinidad and Tobago,1503.5065627783445,1500.0,53.50656277834446,0,0,2,0
2010-05-07,Mexico,Ecuador,1521.2616425814708,1500.0,21.261642581470824,1,0,0,0
2010-05-08,Jersey,Guernsey,1510.0006045546468,1500.0,60.00060455464677,0,0,0,1
2010-05-10,Mexico,Senegal,1520.956044335894,1508.5719467611257,12.384097574768248,1,0,1,0
2010-05-12,Yemen,Malawi,1504.969017632287,1489.9296576288275,65.03936000345948,0,0,1,0
2010-05-13,Mexico,Angola,1525.7778982848947,1498.4184056125257,27.359492672369015,1,0,1,0
2010-05-13,Germany,Malta,1494.4065948472673,1494.1777147892703,50.228880057997,0,0,3,0
2010-05-15,Paraguay,North Korea,1499.376132338957,1505.8834576861898,-6.507325347232836,1,0,1,0
2010-05-16,South Korea,Ecuador,1522.032404851742,1500.305598245577,71.72680660616516,0,0,2,0
2010-05-16,Mexico,Chile,1530.3849753818592,1509.8605763873413,70.52439899451792,0,0,1,0
2010-05-16,South Africa,Thailand,1514.3773215985864,1481.894158506361,82.48316309222537,0,0,4,0
2010-05-18,Yemen,Oman,1509.0438082740436,1508.860981288794,50.182826985249676,0,0,0,1
2010-05-19,Austria,Croatia,1504.2853688259163,1505.7146311740837,48.57073765183259,0,0,0,1
2010-05-19,Belgium,Bulgaria,1494.2853688259163,1493.9394982391661,50.34587058675015,0,0,2,1
2010-05-19,Gabon,Togo,1507.1121696031169,1500.0,7.112169603116854,1,0,3,0
2010-05-19,Corsica,Brittany,1500.0,1500.0,50.0,0,0,2,0
2010-05-20,Aruba,Venezuela,1500.0,1506.2382365286433,43.761763471356744,0,0,0,3
2010-05-21,Estonia,Finland,1495.7146311740837,1498.1604098395444,47.55422133453931,0,0,2,0
2010-05-21,Brittany,Togo,1493.5719467611257,1491.4290915944725,52.142855166653135,0,0,2,1
2010-05-21,DR Congo,Saudi Arabia,1492.6505429451736,1500.0,-7.349457054826416,1,0,0,2
2010-05-21,Corsica,Gabon,1506.4280532388743,1515.6830780086443,40.74497523023001,0,0,1,1
2010-05-22,Turkey,Czech Republic,1506.609918004,1495.7146311740837,10.895286829916358,1,0,2,1
2010-05-23,Croatia,Wales,1511.409102046097,1494.3808983808499,67.02820366524702,0,0,2,0
2010-05-24,Argentina,Canada,1521.8458407222824,1495.7146311740837,76.13120954819874,0,0,5,0
2010-05-24,Australia,New Zealand,1514.191535169929,1492.71580776249,71.47572740743908,0,0,2,1
2010-05-24,England,Mexico,1507.428773599854,1534.3837611238794,23.045012475974545,0,0,3,1
2010-05-24,Japan,South Korea,1520.002555914748,1528.0056855288299,41.9968703859181,0,0,0,2
2010-05-24,Portugal,Cape Verde,1507.0935440614842,1500.0,57.09354406148418,0,0,0,0
2010-05-24,South Africa,Bulgaria,1521.5675363154512,1489.6590045163925,81.90853179905866,0,0,1,1
2010-05-25,United States,Czech Republic,1491.6079126231552,1490.8713755782999,50.73653704485537,0,0,2,4
2010-05-25,Ukraine,Lithuania,1500.0,1500.0,50.0,0,0,4,0
2010-05-25,Nigeria,Saudi Arabia,1513.4430636312536,1507.3413728758276,6.101690755426034,1,0,0,0
2010-05-25,Montenegro,Albania,1495.7146311740837,1504.2853688259163,41.42926234816741,0,0,0,1
2010-05-25,Georgia,Cameroon,1504.2853688259163,1501.2830821027521,3.0022867231641612,1,0,0,0
2010-05-25,Greece,North Korea,1491.4280532388743,1500.7898206955163,-9.361767456641928,1,0,2,2
2010-05-25,Armenia,Uzbekistan,1492.5,1483.402450958327,59.09754904167289,0,0,3,1
2010-05-25,Republic of Ireland,Paraguay,1492.5,1504.4697693296305,38.03023067036952,0,0,2,1
2010-05-26,Northern Ireland,Turkey,1495.7146311740837,1511.453173599784,-15.738542425700189,1,0,0,2
2010-05-26,Uruguay,Israel,1508.5719467611257,1508.5719467611257,50.0,0,0,4,1
2010-05-26,Netherlands,Mexico,1504.226752618386,1527.3804994504583,-23.15374683207233,1,0,2,1
2010-05-26,Azerbaijan,Moldova,1514.2099858435095,1505.0,9.209985843509457,1,0,1,1
2010-05-26,Estonia,Croatia,1502.1944535013126,1517.4798697265269,34.71458377478575,0,0,0,0
2010-05-26,Chile,Zambia,1505.8617906453212,1507.3827581171433,48.47903252817787,0,0,3,0
2010-05-26,France,Costa Rica,1491.4280532388743,1495.7146311740837,45.71342206479062,0,0,2,1
2010-05-27,Belarus,Honduras,1507.5,1496.2268425657421,11.273157434257882,1,0,2,2
2010-05-27,Denmark,Senegal,1495.7146311740837,1503.7500928121249,41.96453836195883,0,0,2,0
2010-05-27,South Africa,Colombia,1520.4101409976945,1500.0,70.4101409976945,0,0,2,1
2010-05-28,Republic of Ireland,Algeria,1496.9548763726134,1479.3406963178884,67.61418005472501,0,0,3,0
2010-05-29,Spain,Saudi Arabia,1508.5719467611257,1507.4291742378523,1.1427725232733792,1,0,3,2
2010-05-29,Venezuela,Canada,1516.0845640954462,1487.8714535851157,78.21311051033058,0,0,1,1
2010-05-29,United States,Turkey,1483.0203959648395,1518.613662047048,14.406733917791598,0,0,2,1
2010-05-29,Ukraine,Romania,1508.0350665485928,1491.4280532388743,66.60701330971847,0,0,3,2
2010-05-29,Sweden,Bosnia and Herzegovina,1512.3776189044618,1504.3449033275726,58.03271557688913,0,0,4,2
2010-05-29,Slovakia,Cameroon,1494.2853688259163,1501.3262874064392,-7.040918580522884,1,0,1,1
2010-05-29,New Zealand,Serbia,1488.7301565430703,1520.2381743613257,-31.50801781825544,1,0,1,0
2010-05-29,Norway,Montenegro,1505.7146311740837,1490.121226021351,65.59340515273266,0,0,2,1
2010-05-29,Moldova,United Arab Emirates,1505.132511313619,1529.4536555194215,-24.32114420580251,1,0,2,3
2010-05-29,Iceland,Andorra,1507.3338341608094,1500.0,57.333834160809374,0,0,4,0
2010-05-29,Hungary,Germany,1499.2853688259163,1501.9003443408913,47.38502448502504,0,0,0,3
2010-05-29,Azerbaijan,North Macedonia,1514.0774745298904,1504.2853688259163,9.79210570397413,1,0,1,3
2010-05-29,Poland,Finland,1523.582326330788,1491.6805875123155,81.9017388184725,0,0,0,0
2010-05-30,Tunisia,France,1494.934415334673,1495.7739543773337,49.16046095733941,0,0,1,1
2010-05-30,Nigeria,Colombia,1513.355262269229,1495.9996357813552,17.35562648787368,1,0,1,1
2010-05-30,Mexico,Gambia,1522.0477826495292,1505.7146311740837,16.333151475445447,1,0,5,1
2010-05-30,Japan,England,1511.6003703167798,1514.432035273275,-2.8316649564951604,1,0,1,2
2010-05-30,Paraguay,Ivory Coast,1500.014892957017,1507.2889687516683,-7.274075794651253,1,0,2,2
2010-05-30,Chile,Israel,1513.3987316973205,1501.0725513157724,62.326180381548056,0,0,3,0
2010-05-30,Chile,Northern Ireland,1520.5956999515781,1488.5541427268197,82.04155722475844,0,0,1,0
2010-05-30,Belarus,South Korea,1507.3378231322192,1536.407871126798,-29.070047994578772,1,0,1,0
2010-05-30,Grenada,Martinique,1500.0,1499.2853688259163,50.714631174083706,0,0,2,2
2010-05-31,South Africa,Guatemala,1524.4105052163393,1504.936587155837,69.47391806050223,0,0,5,0
2010-05-31,Gozo,Padania,1500.0,1500.0,50.0,0,0,1,2
2010-05-31,Iraqi Kurdistan,Two Sicilies,1500.0,1500.0,0.0,1,0,4,1
2010-06-01,Provence,Two Sicilies,1500.0,1430.0,70.0,1,0,0,1
2010-06-01,Occitania,Padania,1508.0350665485928,1545.7170493926706,-37.681982844077766,1,0,0,1
2010-06-01,Switzerland,Costa Rica,1491.4280532388743,1491.3687300356244,50.05932320324996,0,0,0,1
2010-06-01,Netherlands,Ghana,1509.559469419315,1499.8711304841556,59.688338935159436,0,0,4,1
2010-06-01,Australia,Denmark,1518.1771863893487,1502.313133427405,15.864052961943571,1,0,1,0
2010-06-01,Portugal,Cameroon,1506.2792187212879,1501.224974311826,55.054244409461944,0,0,3,1
2010-06-02,Serbia,Poland,1514.7859765112319,1522.4250235341299,-7.639047022898012,1,0,0,0
2010-06-02,Iraqi Kurdistan,Provence,1570.0,1452.0482562632594,117.95174373674058,1,0,3,2
2010-06-02,Gozo,Occitania,1454.2829506073294,1472.3564343056423,31.926516301687116,0,0,0,5
2010-06-02,Romania,North Macedonia,1487.3750321407583,1511.996692468312,-24.621660327553627,1,0,0,1
2010-06-02,Zimbabwe,Brazil,1486.5953929714688,1507.5,29.095392971468755,0,0,0,3
2010-06-02,Greece,Paraguay,1491.562747305886,1500.1195600299147,-8.55681272402876,1,0,0,2
2010-06-02,Belarus,Sweden,1512.755201223453,1518.6364037393244,44.11879748412866,0,0,0,1
2010-06-02,Norway,Ukraine,1509.7817237547472,1512.0880876467088,47.69363610803839,0,0,0,1
2010-06-02,Azerbaijan,Honduras,1506.3661508874948,1496.389019433523,9.977131453971879,1,0,0,0
2010-06-02,Albania,Andorra,1509.878773978649,1492.1581711651475,67.7206028135015,0,0,1,0
2010-06-03,Germany,Bosnia and Herzegovina,1511.836369048411,1498.08611849271,63.75025055570086,0,0,3,1
2010-06-03,Italy,Mexico,1500.018734560086,1530.9823827581865,-30.9636481981006,1,0,1,2
2010-06-03,Spain,South Korea,1513.5555010018275,1530.9904930355642,-17.434992033736762,1,0,1,0
2010-06-04,Gozo,Provence,1366.9522208077249,1425.1292227783813,-8.17700197065642,0,0,2,1
2010-06-04,Padania,Two Sicilies,1581.395681635621,1477.9517437367406,103.44393789888045,1,0,2,0
2010-06-04,Iraqi Kurdistan,Occitania,1596.9190334848781,1559.687164105247,37.231869379631235,1,0,2,1
2010-06-04,Sudan,Palestine,1500.0,1500.0,50.0,0,0,1,1
2010-06-04,Luxembourg,Faroe Islands,1494.4072546613681,1493.5870537203787,50.82020094098948,0,0,0,0
2010-06-04,Japan,Ivory Coast,1506.6411203489852,1507.1843016787707,-0.5431813297855115,1,0,0,2
2010-06-04,France,China PR,1496.4767463563114,1524.0590222088513,-27.58227585253985,1,0,0,1
2010-06-04,Slovenia,New Zealand,1507.4817706595584,1494.1823543931641,63.299416266394246,0,0,3,1
2010-06-05,South Africa,Denmark,1532.43711711612,1497.5412769734487,84.8958401426712,0,0,1,0
2010-06-05,Iraqi Kurdistan,Padania,1632.648889270564,1624.0413416456659,8.607547624898189,1,0,0,1
2010-06-05,Occitania,Two Sicilies,1523.957308319561,1435.3060837266958,88.65122459286522,1,0,2,0
2010-06-05,Switzerland,Italy,1485.712585795594,1495.46316128442,40.249424511173856,0,0,1,1
2010-06-05,Slovakia,Costa Rica,1494.3866819205296,1497.0841974789048,47.302484441624756,0,0,3,0
2010-06-05,Algeria,United Arab Emirates,1472.2723510615676,1534.1042167131732,-61.83186565160554,1,0,1,0
2010-06-05,Romania,Honduras,1482.7287743369398,1496.5325624422153,-13.803788105275544,1,0,3,0
2010-06-05,Netherlands,Hungary,1516.8208632386043,1489.3493441183966,77.47151912020763,0,0,6,1
2010-06-05,Ghana,Latvia,1492.6097366648664,1495.7759187204085,-3.1661820555420945,1,0,1,0
2010-06-05,Australia,United States,1522.949042843305,1487.8131851449377,35.13585769836732,1,0,1,3
2010-06-05,Serbia,Cameroon,1514.8958935233127,1494.9035676681024,69.99232585521031,0,0,4,3
2010-06-06,Nigeria,North Korea,1513.1057022721109,1500.6551266285046,12.450575643606271,1,0,3,1
2010-06-07,Tanzania,Brazil,1488.6514803441398,1516.9810455091917,21.670434834948082,0,0,1,5
2010-06-08,Mozambique,Portugal,1471.7616830755278,1512.6006253650114,-40.83894228948361,1,0,0,3
2010-06-08,Spain,Poland,1518.8062003025905,1522.315106522049,46.491093780541405,0,0,6,0
2010-06-11,Uruguay,France,1516.071342206479,1491.8728554066106,24.198486799868306,1,1,0,0
2010-06-11,South Africa,Mexico,1536.2391163511477,1535.5379560338524,50.70116031729526,0,1,1,1
2010-06-12,South Korea,Greece,1525.7397937348012,1484.2474236189926,41.492370115808626,1,1,2,0
2010-06-12,Argentina,Nigeria,1529.6890183112505,1520.3370499826322,9.35196832861834,1,1,1,0
2010-06-12,England,United States,1519.3912852410697,1496.0690784922213,23.32220674884843,1,1,1,1
2010-06-13,Algeria,Slovenia,1478.152906378042,1513.6302636056541,-35.477357227612174,1,1,0,1
2010-06-13,Germany,Australia,1517.975448183081,1514.6931494960215,3.2822986870594377,1,1,4,0
2010-06-13,Serbia,Ghana,1518.9020316320477,1497.655300426082,21.246731205965716,1,1,0,1
2010-06-14,Italy,Paraguay,1496.0398196765054,1507.4348837168081,-11.395064040302714,1,1,1,1
2010-06-14,Japan,Cameroon,1499.152845850989,1490.8974295593673,8.255416291621714,1,1,1,0
2010-06-14,Netherlands,Denmark,1524.6272889451504,1493.739277738421,30.888011206729516,1,1,2,0
